Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
open vld,3,116020,Circonscription d'Anvers,2019,parlement-flamand
N-VA,12,361403,Circonscription d'Anvers,2019,parlement-flamand
VLAAMS BELANG,6,209738,Circonscription d'Anvers,2019,parlement-flamand
CD&V,4,129843,Circonscription d'Anvers,2019,parlement-flamand
PVDA,2,75833,Circonscription d'Anvers,2019,parlement-flamand
GROEN,4,126988,Circonscription d'Anvers,2019,parlement-flamand
SP.A,2,90113,Circonscription d'Anvers,2019,parlement-flamand
DierAnimal,0,9414,Circonscription d'Anvers,2019,parlement-flamand
PV&S,0,2813,Circonscription d'Anvers,2019,parlement-flamand
D-SA,0,2533,Circonscription d'Anvers,2019,parlement-flamand
Piratenpartij,0,4987,Circonscription d'Anvers,2019,parlement-flamand
Genoeg vr iedereen,0,2650,Circonscription d'Anvers,2019,parlement-flamand
Be.One,0,1563,Circonscription d'Anvers,2019,parlement-flamand
Burgerlijst,0,2033,Circonscription d'Anvers,2019,parlement-flamand
open vld,3,98678,Circonscription de Flandre occidentale,2019,parlement-flamand
N-VA,5,157198,Circonscription de Flandre occidentale,2019,parlement-flamand
VLAAMS BELANG,5,161586,Circonscription de Flandre occidentale,2019,parlement-flamand
CD&V,5,187637,Circonscription de Flandre occidentale,2019,parlement-flamand
PVDA,0,27393,Circonscription de Flandre occidentale,2019,parlement-flamand
GROEN,1,56558,Circonscription de Flandre occidentale,2019,parlement-flamand
SP.A,3,97398,Circonscription de Flandre occidentale,2019,parlement-flamand
DierAnimal,0,8745,Circonscription de Flandre occidentale,2019,parlement-flamand
Piratenpartij,0,4161,Circonscription de Flandre occidentale,2019,parlement-flamand
open vld,4,156275,Circonscription de Flandre orientale,2019,parlement-flamand
N-VA,6,219289,Circonscription de Flandre orientale,2019,parlement-flamand
VLAAMS BELANG,6,203497,Circonscription de Flandre orientale,2019,parlement-flamand
CD&V,4,132894,Circonscription de Flandre orientale,2019,parlement-flamand
PVDA,1,54457,Circonscription de Flandre orientale,2019,parlement-flamand
GROEN,3,103764,Circonscription de Flandre orientale,2019,parlement-flamand
SP.A,3,101258,Circonscription de Flandre orientale,2019,parlement-flamand
DierAnimal,0,9807,Circonscription de Flandre orientale,2019,parlement-flamand
de coöperatie,0,1402,Circonscription de Flandre orientale,2019,parlement-flamand
RP,0,954,Circonscription de Flandre orientale,2019,parlement-flamand
Be.One,0,2501,Circonscription de Flandre orientale,2019,parlement-flamand
open vld,2,65086,Circonscription de Limbourg,2019,parlement-flamand
N-VA,4,120633,Circonscription de Limbourg,2019,parlement-flamand
VLAAMS BELANG,3,110351,Circonscription de Limbourg,2019,parlement-flamand
CD&V,3,105133,Circonscription de Limbourg,2019,parlement-flamand
PVDA,1,31272,Circonscription de Limbourg,2019,parlement-flamand
GROEN,1,36762,Circonscription de Limbourg,2019,parlement-flamand
SP.A,2,74161,Circonscription de Limbourg,2019,parlement-flamand
PRO,0,1445,Circonscription de Limbourg,2019,parlement-flamand
D-SA,0,2036,Circonscription de Limbourg,2019,parlement-flamand
RP,0,705,Circonscription de Limbourg,2019,parlement-flamand
open vld,3,109634,Circonscription du Brabant flamand,2019,parlement-flamand
N-VA,6,181032,Circonscription du Brabant flamand,2019,parlement-flamand
VLAAMS BELANG,3,93118,Circonscription du Brabant flamand,2019,parlement-flamand
CD&V,3,91619,Circonscription du Brabant flamand,2019,parlement-flamand
PVDA,0,32366,Circonscription du Brabant flamand,2019,parlement-flamand
UF,0,28804,Circonscription du Brabant flamand,2019,parlement-flamand
GROEN,3,85852,Circonscription du Brabant flamand,2019,parlement-flamand
SP.A,2,66701,Circonscription du Brabant flamand,2019,parlement-flamand
DierAnimal,0,8978,Circonscription du Brabant flamand,2019,parlement-flamand
PRO,0,4240,Circonscription du Brabant flamand,2019,parlement-flamand
open vld,1,10937,Ressort Membres bruxellois du Parlement flamand,2019,parlement-flamand
N-VA,2,12697,Ressort Membres bruxellois du Parlement flamand,2019,parlement-flamand
VLAAMS BELANG,0,5687,Ressort Membres bruxellois du Parlement flamand,2019,parlement-flamand
CD&V,0,5640,Ressort Membres bruxellois du Parlement flamand,2019,parlement-flamand
PVDA,0,4272,Ressort Membres bruxellois du Parlement flamand,2019,parlement-flamand
GROEN,2,18772,Ressort Membres bruxellois du Parlement flamand,2019,parlement-flamand
sp.a-one.brussels,1,8958,Ressort Membres bruxellois du Parlement flamand,2019,parlement-flamand
